          team_name           | match_date | points | rolling_5_match_points 
 Ruch Chorzów                 | 2015-08-29 |      0 |                      7
 Ruch Chorzów                 | 2015-09-13 |      3 |                      7
 Ruch Chorzów                 | 2015-09-20 |      0 |                      6
 Ruch Chorzów                 | 2015-09-26 |      0 |                      6
 Ruch Chorzów                 | 2015-10-02 |      0 |                      3
 Ruch Chorzów                 | 2015-10-17 |      1 |                      4
 Ruch Chorzów                 | 2015-10-23 |      3 |                      4
 Ruch Chorzów                 | 2015-10-30 |      1 |                      5
 Ruch Chorzów                 | 2015-11-07 |      3 |                      8
 Ruch Chorzów                 | 2015-11-21 |      3 |                     11
 Ruch Chorzów                 | 2015-11-27 |      0 |                     10
 Ruch Chorzów                 | 2015-12-01 |      3 |                     10
 Ruch Chorzów                 | 2015-12-05 |      1 |                     10
 Ruch Chorzów                 | 2015-12-11 |      0 |                      7
 Ruch Chorzów                 | 2015-12-19 |      3 |                      7
 Ruch Chorzów                 | 2016-02-12 |      1 |                      8
 Ruch Chorzów                 | 2016-02-21 |      3 |                      8
 Ruch Chorzów                 | 2016-02-28 |      0 |                      7
 Ruch Chorzów                 | 2016-03-02 |      0 |                      7
 Ruch Chorzów                 | 2016-03-07 |      3 |                      7
 Ruch Chorzów                 | 2016-03-12 |      0 |                      6
 Ruch Chorzów                 | 2016-03-19 |      1 |                      4
 Ruch Chorzów                 | 2016-04-03 |      0 |                      4
 Ruch Chorzów                 | 2016-04-09 |      0 |                      4
 S.C. Olhanense               | 2009-08-16 |      1 |                      1
 S.C. Olhanense               | 2009-08-21 |      1 |                      2
 S.C. Olhanense               | 2009-08-31 |      1 |                      3
 S.C. Olhanense               | 2009-09-13 |      3 |                      6
 S.C. Olhanense               | 2009-09-21 |      0 |                      6
 S.C. Olhanense               | 2009-09-25 |      0 |                      5
 S.C. Olhanense               | 2009-10-04 |      0 |                      4
 S.C. Olhanense               | 2009-10-23 |      1 |                      4
 S.C. Olhanense               | 2009-11-01 |      0 |                      1
 S.C. Olhanense               | 2009-11-07 |      1 |                      2
 S.C. Olhanense               | 2009-11-27 |      0 |                      2
 S.C. Olhanense               | 2009-12-06 |      0 |                      2
 S.C. Olhanense               | 2009-12-12 |      1 |                      2
 S.C. Olhanense               | 2009-12-21 |      1 |                      3
 S.C. Olhanense               | 2010-01-10 |      1 |                      3
 S.C. Olhanense               | 2010-01-16 |      3 |                      6
 S.C. Olhanense               | 2010-01-30 |      0 |                      6
 S.C. Olhanense               | 2010-02-07 |      3 |                      8
 S.C. Olhanense               | 2010-02-14 |      1 |                      8
 S.C. Olhanense               | 2010-02-20 |      1 |                      8
 S.C. Olhanense               | 2010-02-27 |      0 |                      5
 S.C. Olhanense               | 2010-03-06 |      1 |                      6
 S.C. Olhanense               | 2010-03-14 |      0 |                      3
 S.C. Olhanense               | 2010-03-28 |      3 |                      5
 S.C. Olhanense               | 2010-04-03 |      1 |                      5
 S.C. Olhanense               | 2010-04-11 |      1 |                      6
 S.C. Olhanense               | 2010-04-16 |      0 |                      5
 S.C. Olhanense               | 2010-04-24 |      0 |                      5
 S.C. Olhanense               | 2010-05-02 |      3 |                      5
 S.C. Olhanense               | 2010-05-09 |      1 |                      5
 S.C. Olhanense               | 2010-08-16 |      1 |                      5
 S.C. Olhanense               | 2010-08-20 |      1 |                      6
 S.C. Olhanense               | 2010-08-29 |      3 |                      9
 S.C. Olhanense               | 2010-09-11 |      1 |                      7
 S.C. Olhanense               | 2010-09-17 |      3 |                      9
 S.C. Olhanense               | 2010-09-25 |      0 |                      8
 S.C. Olhanense               | 2010-10-02 |      3 |                     10
 S.C. Olhanense               | 2010-10-23 |      0 |                      7
 S.C. Olhanense               | 2010-10-31 |      1 |                      7
 S.C. Olhanense               | 2010-11-07 |      1 |                      5
 S.C. Olhanense               | 2010-11-14 |      1 |                      6
 S.C. Olhanense               | 2010-11-27 |      0 |                      3
 S.C. Olhanense               | 2010-12-03 |      0 |                      3
 S.C. Olhanense               | 2010-12-19 |      1 |                      3
 S.C. Olhanense               | 2011-01-09 |      3 |                      5
 S.C. Olhanense               | 2011-01-15 |      0 |                      4
 S.C. Olhanense               | 2011-01-22 |      3 |                      7
 S.C. Olhanense               | 2011-02-06 |      3 |                     10
 S.C. Olhanense               | 2011-02-12 |      1 |                     10
 S.C. Olhanense               | 2011-02-19 |      1 |                      8
 S.C. Olhanense               | 2011-02-26 |      0 |                      8
 S.C. Olhanense               | 2011-03-06 |      1 |                      6
 S.C. Olhanense               | 2011-03-20 |      0 |                      3
 S.C. Olhanense               | 2011-03-27 |      0 |                      2
 S.C. Olhanense               | 2011-04-03 |      0 |                      1
 S.C. Olhanense               | 2011-04-10 |      0 |                      1
 S.C. Olhanense               | 2011-04-16 |      1 |                      1
 S.C. Olhanense               | 2011-05-01 |      1 |                      2
 S.C. Olhanense               | 2011-05-08 |      3 |                      5
 S.C. Olhanense               | 2011-05-14 |      1 |                      6
 S.C. Olhanense               | 2011-08-13 |      1 |                      7
 S.C. Olhanense               | 2011-08-22 |      1 |                      7
 S.C. Olhanense               | 2011-08-28 |      3 |                      9
 S.C. Olhanense               | 2011-09-11 |      0 |                      6
 S.C. Olhanense               | 2011-09-16 |      1 |                      6
 S.C. Olhanense               | 2011-09-25 |      3 |                      8
 S.C. Olhanense               | 2011-10-02 |      0 |                      7
 S.C. Olhanense               | 2011-10-22 |      3 |                      7
 S.C. Olhanense               | 2011-10-29 |      0 |                      7
 S.C. Olhanense               | 2011-11-05 |      1 |                      7
 S.C. Olhanense               | 2011-11-27 |      1 |                      5
 S.C. Olhanense               | 2011-12-12 |      0 |                      5
 S.C. Olhanense               | 2011-12-19 |      0 |                      2
 S.C. Olhanense               | 2012-01-08 |      0 |                      2
 S.C. Olhanense               | 2012-01-15 |      3 |                      4
 S.C. Olhanense               | 2012-01-23 |      1 |                      4
 S.C. Olhanense               | 2012-01-29 |      3 |                      7
 S.C. Olhanense               | 2012-02-12 |      0 |                      7
 S.C. Olhanense               | 2012-02-19 |      1 |                      8
 S.C. Olhanense               | 2012-02-26 |      1 |                      6
 S.C. Olhanense               | 2012-03-05 |      3 |                      8
 S.C. Olhanense               | 2012-03-11 |      1 |                      6
 S.C. Olhanense               | 2012-03-18 |      1 |                      7
 S.C. Olhanense               | 2012-03-23 |      1 |                      7
 S.C. Olhanense               | 2012-03-31 |      0 |                      6
 S.C. Olhanense               | 2012-04-07 |      0 |                      3
 S.C. Olhanense               | 2012-04-23 |      3 |                      5
 S.C. Olhanense               | 2012-04-27 |      3 |                      7
 S.C. Olhanense               | 2012-05-05 |      1 |                      7
 S.C. Olhanense               | 2012-05-12 |      3 |                     10
 S.C. Olhanense               | 2012-08-17 |      3 |                     13
 S.C. Olhanense               | 2012-08-24 |      1 |                     11
 S.C. Olhanense               | 2012-09-01 |      0 |                      8
 S.C. Olhanense               | 2012-09-23 |      0 |                      7
 S.C. Olhanense               | 2012-09-30 |      0 |                      4
 S.C. Olhanense               | 2012-10-07 |      1 |                      2
 S.C. Olhanense               | 2012-10-27 |      1 |                      2
 S.C. Olhanense               | 2012-11-04 |      1 |                      3
 S.C. Olhanense               | 2012-11-11 |      3 |                      6
 S.C. Olhanense               | 2012-11-24 |      0 |                      6
 S.C. Olhanense               | 2012-12-09 |      0 |                      5
 S.C. Olhanense               | 2012-12-15 |      1 |                      5
 S.C. Olhanense               | 2013-01-05 |      3 |                      7
 S.C. Olhanense               | 2013-01-13 |      0 |                      4
 S.C. Olhanense               | 2013-01-20 |      0 |                      4
 S.C. Olhanense               | 2013-01-27 |      1 |                      5
 S.C. Olhanense               | 2013-02-03 |      1 |                      5
 S.C. Olhanense               | 2013-02-10 |      1 |                      3
 S.C. Olhanense               | 2013-02-17 |      0 |                      3
 S.C. Olhanense               | 2013-02-24 |      0 |                      3
 S.C. Olhanense               | 2013-03-04 |      0 |                      2
 S.C. Olhanense               | 2013-03-10 |      1 |                      2
 S.C. Olhanense               | 2013-03-16 |      0 |                      1
 S.C. Olhanense               | 2013-03-30 |      3 |                      4
 S.C. Olhanense               | 2013-04-07 |      0 |                      4
 S.C. Olhanense               | 2013-04-22 |      0 |                      4
 S.C. Olhanense               | 2013-04-28 |      0 |                      3
 S.C. Olhanense               | 2013-05-05 |      3 |                      6
 S.C. Olhanense               | 2013-05-11 |      0 |                      3
 S.C. Olhanense               | 2013-05-19 |      1 |                      4
 S.C. Olhanense               | 2013-08-17 |      0 |                      4
 S.C. Olhanense               | 2013-08-24 |      3 |                      7
 S.C. Olhanense               | 2013-09-01 |      1 |                      5
 S.C. Olhanense               | 2013-09-15 |      0 |                      5
 S.C. Olhanense               | 2013-09-21 |      1 |                      5
 S.C. Olhanense               | 2013-09-28 |      0 |                      5
 S.C. Olhanense               | 2013-10-05 |      0 |                      2
 S.C. Olhanense               | 2013-10-26 |      3 |                      4
 S.C. Olhanense               | 2013-11-03 |      1 |                      5
 S.C. Olhanense               | 2013-11-25 |      0 |                      4
 S.C. Olhanense               | 2013-11-29 |      0 |                      4
 S.C. Olhanense               | 2013-12-08 |      0 |                      4
 S.C. Olhanense               | 2013-12-15 |      0 |                      1
 S.C. Olhanense               | 2013-12-20 |      0 |                      0
 S.C. Olhanense               | 2014-01-12 |      3 |                      3
 S.C. Olhanense               | 2014-01-17 |      0 |                      3
 S.C. Olhanense               | 2014-02-05 |      0 |                      3
 S.C. Olhanense               | 2014-02-09 |      1 |                      4
 S.C. Olhanense               | 2014-02-15 |      0 |                      4
 S.C. Olhanense               | 2014-02-23 |      3 |                      4
 S.C. Olhanense               | 2014-03-01 |      0 |                      4
 S.C. Olhanense               | 2014-03-09 |      1 |                      5
 S.C. Olhanense               | 2014-03-16 |      0 |                      4
 S.C. Olhanense               | 2014-03-23 |      1 |                      5
 S.C. Olhanense               | 2014-03-30 |      0 |                      2
 S.C. Olhanense               | 2014-04-05 |      0 |                      2
 S.C. Olhanense               | 2014-04-12 |      3 |                      4
 S.C. Olhanense               | 2014-04-20 |      0 |                      4
 S.C. Olhanense               | 2014-05-04 |      3 |                      6
 S.C. Olhanense               | 2014-05-10 |      0 |                      6
 Sampdoria                    | 2008-08-30 |      1 |                      1
 Sampdoria                    | 2008-09-14 |      0 |                      1
 Sampdoria                    | 2008-09-21 |      1 |                      2
 Sampdoria                    | 2008-09-24 |      1 |                      3
 Sampdoria                    | 2008-09-27 |      1 |                      4
 Sampdoria                    | 2008-10-05 |      0 |                      3
 Sampdoria                    | 2008-10-19 |      0 |                      3
 Sampdoria                    | 2008-10-26 |      3 |                      5
 Sampdoria                    | 2008-11-02 |      3 |                      7
 Sampdoria                    | 2008-11-09 |      0 |                      6
 Sampdoria                    | 2008-11-16 |      3 |                      9
 Sampdoria                    | 2008-11-23 |      3 |                     12
 Sampdoria                    | 2008-11-30 |      0 |                      9
 Sampdoria                    | 2008-12-07 |      0 |                      6
 Sampdoria                    | 2008-12-14 |      3 |                      9
 Sampdoria                    | 2008-12-21 |      0 |                      6
 Sampdoria                    | 2009-01-11 |      1 |                      4
 Sampdoria                    | 2009-01-14 |      0 |                      4
 Sampdoria                    | 2009-01-18 |      0 |                      4
 Sampdoria                    | 2009-01-25 |      0 |                      1
 Sampdoria                    | 2009-01-28 |      3 |                      4
 Sampdoria                    | 2009-02-01 |      1 |                      4
 Sampdoria                    | 2009-02-08 |      1 |                      5
 Sampdoria                    | 2009-02-15 |      1 |                      6
 Sampdoria                    | 2009-02-22 |      3 |                      9
 Sampdoria                    | 2009-03-01 |      3 |                      9
 Sampdoria                    | 2009-03-08 |      0 |                      8
 Sampdoria                    | 2009-03-15 |      1 |                      8
 Sampdoria                    | 2009-03-22 |      3 |                     10
 Sampdoria                    | 2009-04-05 |      1 |                      8
 Sampdoria                    | 2009-04-11 |      3 |                      8
 Sampdoria                    | 2009-04-19 |      0 |                      8
 Sampdoria                    | 2009-04-26 |      1 |                      8
 Sampdoria                    | 2009-05-03 |      0 |                      5
 Sampdoria                    | 2009-05-09 |      3 |                      7
 Sampdoria                    | 2009-05-17 |      0 |                      4
 Sampdoria                    | 2009-05-24 |      1 |                      5
 Sampdoria                    | 2009-05-31 |      1 |                      5
 Sampdoria                    | 2009-08-23 |      3 |                      8
 Sampdoria                    | 2009-08-30 |      3 |                      8
 Sampdoria                    | 2009-09-13 |      3 |                     11
 Sampdoria                    | 2009-09-20 |      3 |                     13
 Sampdoria                    | 2009-09-23 |      0 |                     12
 Sampdoria                    | 2009-09-26 |      3 |                     12
 Sampdoria                    | 2009-10-04 |      1 |                     10
 Sampdoria                    | 2009-10-18 |      1 |                      8
 Sampdoria                    | 2009-10-24 |      3 |                      8
 Sampdoria                    | 2009-10-28 |      0 |                      8
 Sampdoria                    | 2009-11-01 |      1 |                      6
 Sampdoria                    | 2009-11-08 |      0 |                      5
 Sampdoria                    | 2009-11-22 |      3 |                      7
 Sampdoria                    | 2009-11-28 |      0 |                      4
 Sampdoria                    | 2009-12-05 |      0 |                      4
 Sampdoria                    | 2009-12-13 |      1 |                      4
 Sampdoria                    | 2009-12-20 |      0 |                      4
 Sampdoria                    | 2010-01-06 |      1 |                      2
 Sampdoria                    | 2010-01-10 |      0 |                      2
 Sampdoria                    | 2010-01-17 |      1 |                      3
 Sampdoria                    | 2010-01-24 |      3 |                      5
 Sampdoria                    | 2010-01-31 |      3 |                      8
 Sampdoria                    | 2010-02-07 |      3 |                     10
 Sampdoria                    | 2010-02-13 |      3 |                     13
 Sampdoria                    | 2010-02-20 |      1 |                     13
 Sampdoria                    | 2010-02-28 |      0 |                     10
 Sampdoria                    | 2010-03-07 |      3 |                     10
 Sampdoria                    | 2010-03-14 |      1 |                      8
 Sampdoria                    | 2010-03-21 |      3 |                      8
 Sampdoria                    | 2010-03-24 |      0 |                      7
 Sampdoria                    | 2010-03-28 |      1 |                      8
 Sampdoria                    | 2010-04-03 |      3 |                      8
 Sampdoria                    | 2010-04-11 |      3 |                     10
 Sampdoria                    | 2010-04-18 |      3 |                     10
 Sampdoria                    | 2010-04-25 |      3 |                     13
 Sampdoria                    | 2010-05-02 |      3 |                     15
 Sampdoria                    | 2010-05-09 |      1 |                     13
 Sampdoria                    | 2010-05-16 |      3 |                     13
 Sampdoria                    | 2010-08-29 |      3 |                     13
 Sampdoria                    | 2010-09-12 |      1 |                     11
 Sampdoria                    | 2010-09-19 |      0 |                      8
 Sampdoria                    | 2010-09-22 |      1 |                      8
 Sampdoria                    | 2010-09-26 |      1 |                      6
 Sampdoria                    | 2010-10-03 |      1 |                      4
 Sampdoria                    | 2010-10-17 |      3 |                      6
 Sampdoria                    | 2010-10-24 |      1 |                      7
 Sampdoria                    | 2010-10-31 |      3 |                      9
 Sampdoria                    | 2010-11-07 |      1 |                      9
 Sampdoria                    | 2010-11-11 |      0 |                      8
 Sampdoria                    | 2010-11-14 |      1 |                      6
 Sampdoria                    | 2010-11-21 |      3 |                      8
 Sampdoria                    | 2010-11-27 |      1 |                      6
 Sampdoria                    | 2010-12-05 |      3 |                      8
 Sampdoria                    | 2010-12-12 |      0 |                      8
 Sampdoria                    | 2011-01-06 |      0 |                      7
 Sampdoria                    | 2011-01-09 |      3 |                      7
 Sampdoria                    | 2011-01-16 |      0 |                      6
 Sampdoria                    | 2011-01-23 |      1 |                      4
 Sampdoria                    | 2011-01-30 |      0 |                      4
 Sampdoria                    | 2011-02-02 |      0 |                      4
 Sampdoria                    | 2011-02-05 |      0 |                      1
 Sampdoria                    | 2011-02-13 |      3 |                      4
 Sampdoria                    | 2011-02-16 |      0 |                      3
 Sampdoria                    | 2011-02-20 |      1 |                      4
 Sampdoria                    | 2011-02-27 |      0 |                      4
 Sampdoria                    | 2011-03-06 |      0 |                      4
 Sampdoria                    | 2011-03-13 |      0 |                      1
 Sampdoria                    | 2011-03-20 |      0 |                      1
 Sampdoria                    | 2011-04-03 |      1 |                      1
 Sampdoria                    | 2011-04-10 |      0 |                      1
 Sampdoria                    | 2011-04-16 |      0 |                      1
 Sampdoria                    | 2011-04-23 |      3 |                      4
 Sampdoria                    | 2011-05-01 |      1 |                      5
 Sampdoria                    | 2011-05-08 |      0 |                      4
 Sampdoria                    | 2011-05-15 |      0 |                      4
 Sampdoria                    | 2011-05-22 |      0 |                      4
 Sampdoria                    | 2012-08-26 |      3 |                      4
 Sampdoria                    | 2012-09-02 |      3 |                      6
 Sampdoria                    | 2012-09-16 |      3 |                      9
 Sampdoria                    | 2012-09-23 |      1 |                     10
 Sampdoria                    | 2012-09-26 |      1 |                     11
 Sampdoria                    | 2012-09-30 |      0 |                      8
 Sampdoria                    | 2012-10-06 |      0 |                      5
 Sampdoria                    | 2012-10-21 |      0 |                      2
 Sampdoria                    | 2012-10-28 |      0 |                      1
 Sampdoria                    | 2012-10-31 |      0 |                      0
 Sampdoria                    | 2012-11-04 |      0 |                      0
 Sampdoria                    | 2012-11-11 |      0 |                      0
 Sampdoria                    | 2012-11-18 |      3 |                      3
 Sampdoria                    | 2012-11-25 |      3 |                      6
 Sampdoria                    | 2012-12-02 |      1 |                      7
 Sampdoria                    | 2012-12-10 |      0 |                      7
 Sampdoria                    | 2012-12-16 |      0 |                      7
 Sampdoria                    | 2012-12-22 |      0 |                      4
 Sampdoria                    | 2013-01-06 |      3 |                      4
 Sampdoria                    | 2013-01-13 |      1 |                      4
 Sampdoria                    | 2013-01-20 |      0 |                      4
 Sampdoria                    | 2013-01-27 |      3 |                      7
 Sampdoria                    | 2013-02-02 |      1 |                      8
 Sampdoria                    | 2013-02-10 |      3 |                      8
 Sampdoria                    | 2013-02-17 |      1 |                      8
 Sampdoria                    | 2013-02-24 |      3 |                     11
 Sampdoria                    | 2013-03-03 |      3 |                     11
 Sampdoria                    | 2013-03-10 |      0 |                     10
 Sampdoria                    | 2013-03-30 |      1 |                      8
 Sampdoria                    | 2013-04-03 |      0 |                      7
 Sampdoria                    | 2013-04-07 |      0 |                      4
 Sampdoria                    | 2013-04-14 |      1 |                      2
 Sampdoria                    | 2013-04-21 |      1 |                      3
 Sampdoria                    | 2013-04-28 |      0 |                      2
 Sampdoria                    | 2013-05-05 |      0 |                      2
 Sampdoria                    | 2013-05-08 |      1 |                      3
 Sampdoria                    | 2013-05-12 |      0 |                      2
 Sampdoria                    | 2013-05-18 |      3 |                      4
 Sampdoria                    | 2013-08-24 |      0 |                      4
 Sampdoria                    | 2013-09-01 |      1 |                      5
 Sampdoria                    | 2013-09-15 |      0 |                      4
 Sampdoria                    | 2013-09-21 |      1 |                      5
 Sampdoria                    | 2013-09-25 |      0 |                      2
 Sampdoria                    | 2013-09-28 |      0 |                      2
 Sampdoria                    | 2013-10-06 |      1 |                      2
 Sampdoria                    | 2013-10-20 |      3 |                      5
 Sampdoria                    | 2013-10-26 |      3 |                      7
 Sampdoria                    | 2013-10-30 |      0 |                      7
 Sampdoria                    | 2013-11-03 |      0 |                      7
 Sampdoria                    | 2013-11-10 |      0 |                      6
 Sampdoria                    | 2013-11-24 |      1 |                      4
 Sampdoria                    | 2013-12-01 |      1 |                      2
 Sampdoria                    | 2013-12-08 |      3 |                      5
 Sampdoria                    | 2013-12-15 |      3 |                      8
 Sampdoria                    | 2013-12-22 |      1 |                      9
 Sampdoria                    | 2014-01-06 |      0 |                      8
 Sampdoria                    | 2014-01-13 |      3 |                     10
 Sampdoria                    | 2014-01-18 |      0 |                      7
 Sampdoria                    | 2014-01-26 |      1 |                      5
 Sampdoria                    | 2014-02-03 |      3 |                      7
 Sampdoria                    | 2014-02-09 |      3 |                     10
 Sampdoria                    | 2014-02-16 |      0 |                      7
 Sampdoria                    | 2014-02-23 |      0 |                      7
 Sampdoria                    | 2014-03-02 |      3 |                      9
 Sampdoria                    | 2014-03-09 |      3 |                      9
 Sampdoria                    | 2014-03-16 |      0 |                      6
 Sampdoria                    | 2014-03-23 |      3 |                      9
 Sampdoria                    | 2014-03-26 |      3 |                     12
 Sampdoria                    | 2014-03-30 |      1 |                     10
 Sampdoria                    | 2014-04-06 |      0 |                      7
 Sampdoria                    | 2014-04-13 |      0 |                      7
 Sampdoria                    | 2014-04-19 |      0 |                      4
 Sampdoria                    | 2014-04-27 |      3 |                      4
 Sampdoria                    | 2014-05-04 |      0 |                      3
 Sampdoria                    | 2014-05-11 |      0 |                      3
 Sampdoria                    | 2014-05-17 |      1 |                      4
 Sampdoria                    | 2014-08-31 |      1 |                      5
 Sampdoria                    | 2014-09-14 |      3 |                      5
 Sampdoria                    | 2014-09-21 |      1 |                      6
 Sampdoria                    | 2014-09-24 |      3 |                      9
 Sampdoria                    | 2014-09-28 |      3 |                     11
 Sampdoria                    | 2014-10-05 |      3 |                     13
 Sampdoria                    | 2014-10-19 |      1 |                     11
 Sampdoria                    | 2014-10-25 |      1 |                     11
 Sampdoria                    | 2014-10-29 |      0 |                      8
 Sampdoria                    | 2014-11-02 |      3 |                      8
 Sampdoria                    | 2014-11-08 |      1 |                      6
 Sampdoria                    | 2014-11-23 |      1 |                      6
 Sampdoria                    | 2014-12-01 |      1 |                      6
 Sampdoria                    | 2014-12-08 |      3 |                      9
 Sampdoria                    | 2014-12-14 |      1 |                      7
 Sampdoria                    | 2014-12-21 |      1 |                      7
 Sampdoria                    | 2015-01-05 |      0 |                      6
 Sampdoria                    | 2015-01-11 |      3 |                      8
 Sampdoria                    | 2015-01-18 |      3 |                      8
 Sampdoria                    | 2015-01-25 |      1 |                      8
 Sampdoria                    | 2015-02-01 |      0 |                      7
 Sampdoria                    | 2015-02-08 |      1 |                      8
 Sampdoria                    | 2015-02-15 |      0 |                      5
 Sampdoria                    | 2015-02-24 |      1 |                      3
 Sampdoria                    | 2015-03-01 |      3 |                      5
 Sampdoria                    | 2015-03-07 |      3 |                      8
 Sampdoria                    | 2015-03-16 |      3 |                     10
 Sampdoria                    | 2015-03-22 |      3 |                     13
 Sampdoria                    | 2015-04-04 |      0 |                     12
 Sampdoria                    | 2015-04-12 |      1 |                     10
 Sampdoria                    | 2015-04-18 |      1 |                      8
 Sampdoria                    | 2015-04-26 |      0 |                      5
 Sampdoria                    | 2015-04-29 |      1 |                      3
 Sampdoria                    | 2015-05-02 |      0 |                      3
 Sampdoria                    | 2015-05-10 |      3 |                      5
 Sampdoria                    | 2015-05-16 |      0 |                      4
 Sampdoria                    | 2015-05-24 |      1 |                      5
 Sampdoria                    | 2015-05-31 |      1 |                      5
 Sampdoria                    | 2015-08-23 |      3 |                      8
 Sampdoria                    | 2015-08-30 |      1 |                      6
 Sampdoria                    | 2015-09-14 |      3 |                      9
 Sampdoria                    | 2015-09-20 |      0 |                      8
 Sampdoria                    | 2015-09-23 |      3 |                     10
 Sampdoria                    | 2015-09-28 |      0 |                      7
 Sampdoria                    | 2015-10-04 |      1 |                      7
 Sampdoria                    | 2015-10-18 |      0 |                      4
 Sampdoria                    | 2015-10-25 |      3 |                      7
 Sampdoria                    | 2015-10-29 |      1 |                      5
 Sampdoria                    | 2015-11-02 |      1 |                      6
 Sampdoria                    | 2015-11-08 |      0 |                      5
 Sampdoria                    | 2015-11-22 |      0 |                      5
 Sampdoria                    | 2015-11-28 |      0 |                      2
 Sampdoria                    | 2015-12-06 |      0 |                      1
 Sampdoria                    | 2015-12-14 |      1 |                      1
 Sampdoria                    | 2015-12-20 |      3 |                      4
 Sampdoria                    | 2016-01-05 |      3 |                      7
 Sampdoria                    | 2016-01-10 |      0 |                      7
 Sampdoria                    | 2016-01-17 |      0 |                      7
 Sampdoria                    | 2016-01-24 |      0 |                      6
 Sampdoria                    | 2016-01-31 |      0 |                      3
 Sampdoria                    | 2016-02-03 |      1 |                      1
 Sampdoria                    | 2016-02-07 |      0 |                      1
 Sampdoria                    | 2016-02-14 |      1 |                      2
 Sampdoria                    | 2016-02-20 |      0 |                      2
 Sampdoria                    | 2016-02-28 |      3 |                      5
 Sampdoria                    | 2016-03-05 |      3 |                      7
 Sampdoria                    | 2016-03-12 |      1 |                      8
 Sampdoria                    | 2016-03-20 |      0 |                      7
 Sampdoria                    | 2016-04-03 |      1 |                      8
 Sampdoria                    | 2016-04-10 |      3 |                      8
 Sampdoria                    | 2016-04-17 |      0 |                      5
 Sampdoria                    | 2016-04-20 |      1 |                      5
 Sampdoria                    | 2016-04-24 |      3 |                      8
 Sampdoria                    | 2016-05-01 |      0 |                      7
 Sampdoria                    | 2016-05-08 |      0 |                      4
 Sampdoria                    | 2016-05-14 |      0 |                      4
 Sassuolo                     | 2013-08-25 |      0 |                      0
 Sassuolo                     | 2013-09-01 |      0 |                      0
 Sassuolo                     | 2013-09-15 |      0 |                      0
 Sassuolo                     | 2013-09-22 |      0 |                      0
 Sassuolo                     | 2013-09-25 |      1 |                      1
 Sassuolo                     | 2013-09-29 |      1 |                      2
 Sassuolo                     | 2013-10-06 |      0 |                      2
 Sassuolo                     | 2013-10-20 |      3 |                      5
 Sassuolo                     | 2013-10-27 |      1 |                      6
 Sassuolo                     | 2013-10-30 |      0 |                      5
 Sassuolo                     | 2013-11-03 |      3 |                      7
 Sassuolo                     | 2013-11-10 |      1 |                      8
 Sassuolo                     | 2013-11-24 |      3 |                      8
 Sassuolo                     | 2013-12-01 |      1 |                      8
 Sassuolo                     | 2013-12-08 |      0 |                      8
 Sassuolo                     | 2013-12-15 |      0 |                      5
 Sassuolo                     | 2013-12-22 |      0 |                      4
 Sassuolo                     | 2014-01-06 |      0 |                      1
 Sassuolo                     | 2014-01-12 |      3 |                      3
 Sassuolo                     | 2014-01-19 |      0 |                      3
 Sassuolo                     | 2014-01-26 |      0 |                      3
 Sassuolo                     | 2014-02-02 |      0 |                      3
 Sassuolo                     | 2014-02-09 |      0 |                      3
 Sassuolo                     | 2014-02-16 |      0 |                      0
 Sassuolo                     | 2014-02-23 |      0 |                      0
 Sassuolo                     | 2014-03-02 |      0 |                      0
 Sassuolo                     | 2014-03-09 |      1 |                      1
 Sassuolo                     | 2014-03-16 |      3 |                      4
 Sassuolo                     | 2014-03-23 |      0 |                      4
 Sassuolo                     | 2014-03-26 |      0 |                      4
 Sassuolo                     | 2014-03-30 |      0 |                      4
 Sassuolo                     | 2014-04-06 |      3 |                      6
 Sassuolo                     | 2014-04-12 |      1 |                      4
 Sassuolo                     | 2014-04-19 |      3 |                      7
 Sassuolo                     | 2014-04-28 |      0 |                      7
 Sassuolo                     | 2014-05-06 |      3 |                     10
 Sassuolo                     | 2014-05-11 |      3 |                     10
 Sassuolo                     | 2014-05-18 |      0 |                      9
 Sassuolo                     | 2014-08-31 |      1 |                      7
 Sassuolo                     | 2014-09-14 |      0 |                      7
 Sassuolo                     | 2014-09-21 |      1 |                      5
 Sassuolo                     | 2014-09-24 |      1 |                      3
 Sassuolo                     | 2014-09-28 |      0 |                      3
 Sassuolo                     | 2014-10-05 |      0 |                      2
 Sassuolo                     | 2014-10-18 |      1 |                      3
 Sassuolo                     | 2014-10-25 |      3 |                      5
 Sassuolo                     | 2014-10-28 |      3 |                      7
 Sassuolo                     | 2014-11-02 |      1 |                      8
 Sassuolo                     | 2014-11-08 |      1 |                      9
 Sassuolo                     | 2014-11-23 |      3 |                     11
 Sassuolo                     | 2014-11-29 |      3 |                     11
 Sassuolo                     | 2014-12-06 |      1 |                      9
 Sassuolo                     | 2014-12-13 |      0 |                      8
 Sassuolo                     | 2014-12-20 |      1 |                      8
 Sassuolo                     | 2015-01-06 |      3 |                      8
 Sassuolo                     | 2015-01-10 |      1 |                      6
 Sassuolo                     | 2015-01-18 |      1 |                      6
 Sassuolo                     | 2015-01-24 |      0 |                      6
 Sassuolo                     | 2015-02-01 |      3 |                      8
 Sassuolo                     | 2015-02-08 |      1 |                      6
 Sassuolo                     | 2015-02-14 |      0 |                      5
 Sassuolo                     | 2015-02-23 |      0 |                      4
 Sassuolo                     | 2015-03-01 |      0 |                      4
