          team_name           | match_date | points | rolling_5_match_points 
------------------------------+------------+--------+------------------------
 1. FC Kaiserslautern         | 2010-08-21 |      3 |                      3
 1. FC Kaiserslautern         | 2010-08-27 |      3 |                      6
 1. FC Kaiserslautern         | 2010-09-12 |      0 |                      6
 1. FC Kaiserslautern         | 2010-09-18 |      1 |                      7
 1. FC Kaiserslautern         | 2010-09-22 |      0 |                      7
 1. FC Kaiserslautern         | 2010-09-26 |      0 |                      4
 1. FC Kaiserslautern         | 2010-10-02 |      0 |                      1
 1. FC Kaiserslautern         | 2010-10-17 |      0 |                      1
 1. FC Kaiserslautern         | 2010-10-23 |      0 |                      0
 1. FC Kaiserslautern         | 2010-10-30 |      3 |                      3
 1. FC Kaiserslautern         | 2010-11-07 |      0 |                      3
 1. FC Kaiserslautern         | 2010-11-13 |      1 |                      4
 1. FC Kaiserslautern         | 2010-11-20 |      3 |                      7
 1. FC Kaiserslautern         | 2010-11-27 |      3 |                     10
 1. FC Kaiserslautern         | 2010-12-03 |      0 |                      7
 1. FC Kaiserslautern         | 2010-12-11 |      1 |                      8
 1. FC Kaiserslautern         | 2010-12-18 |      3 |                     10
 1. FC Kaiserslautern         | 2011-01-16 |      1 |                      8
 1. FC Kaiserslautern         | 2011-01-22 |      0 |                      5
 1. FC Kaiserslautern         | 2011-01-29 |      0 |                      5
 1. FC Kaiserslautern         | 2011-02-05 |      0 |                      4
 1. FC Kaiserslautern         | 2011-02-12 |      1 |                      2
 1. FC Kaiserslautern         | 2011-02-19 |      0 |                      1
 1. FC Kaiserslautern         | 2011-02-26 |      1 |                      2
 1. FC Kaiserslautern         | 2011-03-05 |      1 |                      3
 1. FC Kaiserslautern         | 2011-03-12 |      3 |                      6
 1. FC Kaiserslautern         | 2011-03-18 |      3 |                      8
 1. FC Kaiserslautern         | 2011-04-02 |      0 |                      8
 1. FC Kaiserslautern         | 2011-04-09 |      3 |                     10
 1. FC Kaiserslautern         | 2011-04-16 |      0 |                      9
 1. FC Kaiserslautern         | 2011-04-23 |      3 |                      9
 1. FC Kaiserslautern         | 2011-04-29 |      3 |                      9
 1. FC Kaiserslautern         | 2011-05-07 |      3 |                     12
 1. FC Kaiserslautern         | 2011-05-14 |      3 |                     12
 1. FC Kaiserslautern         | 2011-08-06 |      0 |                     12
 1. FC Kaiserslautern         | 2011-08-14 |      1 |                     10
 1. FC Kaiserslautern         | 2011-08-20 |      1 |                      8
 1. FC Kaiserslautern         | 2011-08-27 |      0 |                      5
 1. FC Kaiserslautern         | 2011-09-10 |      0 |                      2
 1. FC Kaiserslautern         | 2011-09-17 |      3 |                      5
 1. FC Kaiserslautern         | 2011-09-24 |      0 |                      4
 1. FC Kaiserslautern         | 2011-09-30 |      0 |                      3
 1. FC Kaiserslautern         | 2011-10-15 |      3 |                      6
 1. FC Kaiserslautern         | 2011-10-22 |      3 |                      9
 1. FC Kaiserslautern         | 2011-10-30 |      1 |                      7
 1. FC Kaiserslautern         | 2011-11-05 |      1 |                      8
 1. FC Kaiserslautern         | 2011-11-18 |      0 |                      8
 1. FC Kaiserslautern         | 2011-11-26 |      0 |                      5
 1. FC Kaiserslautern         | 2011-12-03 |      1 |                      3
 1. FC Kaiserslautern         | 2011-12-11 |      1 |                      3
 1. FC Kaiserslautern         | 2011-12-18 |      1 |                      3
 1. FC Kaiserslautern         | 2012-01-21 |      1 |                      4
 1. FC Kaiserslautern         | 2012-01-28 |      1 |                      5
 1. FC Kaiserslautern         | 2012-02-05 |      0 |                      4
 1. FC Kaiserslautern         | 2012-02-11 |      0 |                      3
 1. FC Kaiserslautern         | 2012-02-18 |      0 |                      2
 1. FC Kaiserslautern         | 2012-02-25 |      0 |                      1
 1. FC Kaiserslautern         | 2012-03-03 |      1 |                      1
 1. FC Kaiserslautern         | 2012-03-09 |      1 |                      2
 1. FC Kaiserslautern         | 2012-03-18 |      0 |                      2
 1. FC Kaiserslautern         | 2012-03-24 |      0 |                      2
 1. FC Kaiserslautern         | 2012-03-31 |      0 |                      2
 1. FC Kaiserslautern         | 2012-04-07 |      0 |                      1
 1. FC Kaiserslautern         | 2012-04-11 |      0 |                      0
 1. FC Kaiserslautern         | 2012-04-14 |      0 |                      0
 1. FC Kaiserslautern         | 2012-04-21 |      3 |                      3
 1. FC Kaiserslautern         | 2012-04-28 |      0 |                      3
 1. FC Kaiserslautern         | 2012-05-05 |      0 |                      3
 1. FC Köln                   | 2008-08-16 |      0 |                      0
 1. FC Köln                   | 2008-08-24 |      1 |                      1
 1. FC Köln                   | 2008-08-29 |      3 |                      4
 1. FC Köln                   | 2008-09-13 |      0 |                      4
 1. FC Köln                   | 2008-09-20 |      0 |                      4
 1. FC Köln                   | 2008-09-26 |      3 |                      7
 1. FC Köln                   | 2008-10-04 |      3 |                      9
 1. FC Köln                   | 2008-10-18 |      3 |                      9
 1. FC Köln                   | 2008-10-24 |      0 |                      9
 1. FC Köln                   | 2008-10-29 |      0 |                      9
 1. FC Köln                   | 2008-11-01 |      3 |                      9
 1. FC Köln                   | 2008-11-07 |      3 |                      9
 1. FC Köln                   | 2008-11-16 |      0 |                      6
 1. FC Köln                   | 2008-11-22 |      0 |                      6
 1. FC Köln                   | 2008-11-28 |      0 |                      6
 1. FC Köln                   | 2008-12-07 |      0 |                      3
 1. FC Köln                   | 2008-12-13 |      3 |                      3
 1. FC Köln                   | 2009-01-31 |      1 |                      4
 1. FC Köln                   | 2009-02-07 |      1 |                      5
 1. FC Köln                   | 2009-02-14 |      1 |                      6
 1. FC Köln                   | 2009-02-21 |      3 |                      9
 1. FC Köln                   | 2009-02-27 |      1 |                      7
 1. FC Köln                   | 2009-03-06 |      0 |                      6
 1. FC Köln                   | 2009-03-14 |      0 |                      5
 1. FC Köln                   | 2009-03-21 |      3 |                      7
 1. FC Köln                   | 2009-04-05 |      0 |                      4
 1. FC Köln                   | 2009-04-11 |      0 |                      3
 1. FC Köln                   | 2009-04-18 |      0 |                      3
 1. FC Köln                   | 2009-04-25 |      0 |                      3
 1. FC Köln                   | 2009-05-03 |      3 |                      3
 1. FC Köln                   | 2009-05-09 |      0 |                      3
 1. FC Köln                   | 2009-05-12 |      0 |                      3
 1. FC Köln                   | 2009-05-16 |      3 |                      6
 1. FC Köln                   | 2009-05-23 |      1 |                      7
 1. FC Köln                   | 2009-08-08 |      0 |                      4
 1. FC Köln                   | 2009-08-15 |      0 |                      4
 1. FC Köln                   | 2009-08-22 |      1 |                      5
 1. FC Köln                   | 2009-08-30 |      0 |                      2
 1. FC Köln                   | 2009-09-13 |      0 |                      1
 1. FC Köln                   | 2009-09-19 |      3 |                      4
 1. FC Köln                   | 2009-09-26 |      0 |                      4
 1. FC Köln                   | 2009-10-03 |      1 |                      4
 1. FC Köln                   | 2009-10-17 |      3 |                      7
 1. FC Köln                   | 2009-10-24 |      1 |                      8
 1. FC Köln                   | 2009-10-31 |      0 |                      5
 1. FC Köln                   | 2009-11-08 |      3 |                      8
 1. FC Köln                   | 2009-11-21 |      0 |                      7
 1. FC Köln                   | 2009-11-27 |      1 |                      5
 1. FC Köln                   | 2009-12-06 |      1 |                      5
 1. FC Köln                   | 2009-12-12 |      1 |                      6
 1. FC Köln                   | 2009-12-20 |      3 |                      6
 1. FC Köln                   | 2010-01-17 |      0 |                      6
 1. FC Köln                   | 2010-01-24 |      3 |                      8
 1. FC Köln                   | 2010-01-30 |      3 |                     10
 1. FC Köln                   | 2010-02-06 |      1 |                     10
 1. FC Köln                   | 2010-02-14 |      0 |                      7
 1. FC Köln                   | 2010-02-20 |      0 |                      7
 1. FC Köln                   | 2010-02-27 |      1 |                      5
 1. FC Köln                   | 2010-03-06 |      1 |                      3
 1. FC Köln                   | 2010-03-13 |      0 |                      2
 1. FC Köln                   | 2010-03-19 |      1 |                      3
 1. FC Köln                   | 2010-03-27 |      3 |                      6
 1. FC Köln                   | 2010-04-03 |      0 |                      5
 1. FC Köln                   | 2010-04-10 |      3 |                      7
 1. FC Köln                   | 2010-04-16 |      3 |                     10
 1. FC Köln                   | 2010-04-24 |      0 |                      9
 1. FC Köln                   | 2010-05-01 |      1 |                      7
 1. FC Köln                   | 2010-05-08 |      0 |                      7
 1. FC Köln                   | 2010-08-21 |      0 |                      4
 1. FC Köln                   | 2010-08-28 |      0 |                      1
 1. FC Köln                   | 2010-09-12 |      3 |                      4
 1. FC Köln                   | 2010-09-18 |      1 |                      4
 1. FC Köln                   | 2010-09-21 |      0 |                      4
 1. FC Köln                   | 2010-09-24 |      1 |                      5
 1. FC Köln                   | 2010-10-02 |      0 |                      5
 1. FC Köln                   | 2010-10-15 |      0 |                      2
 1. FC Köln                   | 2010-10-23 |      0 |                      1
 1. FC Köln                   | 2010-10-30 |      3 |                      4
 1. FC Köln                   | 2010-11-06 |      0 |                      3
 1. FC Köln                   | 2010-11-13 |      0 |                      3
 1. FC Köln                   | 2010-11-21 |      3 |                      6
 1. FC Köln                   | 2010-11-28 |      1 |                      7
 1. FC Köln                   | 2010-12-05 |      0 |                      4
 1. FC Köln                   | 2010-12-11 |      3 |                      7
 1. FC Köln                   | 2010-12-18 |      0 |                      7
 1. FC Köln                   | 2011-01-16 |      1 |                      5
 1. FC Köln                   | 2011-01-22 |      3 |                      7
 1. FC Köln                   | 2011-01-29 |      0 |                      7
 1. FC Köln                   | 2011-02-05 |      3 |                      7
 1. FC Köln                   | 2011-02-13 |      3 |                     10
 1. FC Köln                   | 2011-02-19 |      1 |                     10
 1. FC Köln                   | 2011-02-26 |      3 |                     10
 1. FC Köln                   | 2011-03-04 |      0 |                     10
 1. FC Köln                   | 2011-03-11 |      3 |                     10
 1. FC Köln                   | 2011-03-19 |      0 |                      7
 1. FC Köln                   | 2011-04-03 |      3 |                      9
 1. FC Köln                   | 2011-04-10 |      0 |                      6
 1. FC Köln                   | 2011-04-16 |      0 |                      6
 1. FC Köln                   | 2011-04-24 |      0 |                      3
 1. FC Köln                   | 2011-04-30 |      3 |                      6
 1. FC Köln                   | 2011-05-07 |      3 |                      6
 1. FC Köln                   | 2011-05-14 |      3 |                      9
 1. FC Köln                   | 2011-08-06 |      0 |                      9
 1. FC Köln                   | 2011-08-13 |      0 |                      9
 1. FC Köln                   | 2011-08-20 |      1 |                      7
 1. FC Köln                   | 2011-08-27 |      3 |                      7
 1. FC Köln                   | 2011-09-11 |      0 |                      4
 1. FC Köln                   | 2011-09-17 |      3 |                      7
 1. FC Köln                   | 2011-09-25 |      3 |                     10
 1. FC Köln                   | 2011-10-01 |      0 |                      9
 1. FC Köln                   | 2011-10-16 |      3 |                      9
 1. FC Köln                   | 2011-10-22 |      0 |                      9
 1. FC Köln                   | 2011-10-30 |      3 |                      9
 1. FC Köln                   | 2011-11-05 |      0 |                      6
 1. FC Köln                   | 2011-11-25 |      0 |                      6
 1. FC Köln                   | 2011-12-03 |      1 |                      4
 1. FC Köln                   | 2011-12-10 |      3 |                      7
 1. FC Köln                   | 2011-12-13 |      1 |                      5
 1. FC Köln                   | 2011-12-16 |      0 |                      5
 1. FC Köln                   | 2012-01-21 |      0 |                      5
 1. FC Köln                   | 2012-01-28 |      0 |                      4
 1. FC Köln                   | 2012-02-05 |      3 |                      4
 1. FC Köln                   | 2012-02-12 |      0 |                      3
 1. FC Köln                   | 2012-02-18 |      0 |                      3
 1. FC Köln                   | 2012-02-25 |      0 |                      3
 1. FC Köln                   | 2012-03-04 |      1 |                      4
 1. FC Köln                   | 2012-03-10 |      3 |                      4
 1. FC Köln                   | 2012-03-18 |      0 |                      4
 1. FC Köln                   | 2012-03-25 |      0 |                      4
 1. FC Köln                   | 2012-03-31 |      0 |                      4
 1. FC Köln                   | 2012-04-07 |      1 |                      4
 1. FC Köln                   | 2012-04-10 |      0 |                      1
 1. FC Köln                   | 2012-04-15 |      0 |                      1
 1. FC Köln                   | 2012-04-21 |      1 |                      2
 1. FC Köln                   | 2012-04-28 |      0 |                      2
 1. FC Köln                   | 2012-05-05 |      0 |                      1
 1. FC Köln                   | 2014-08-23 |      1 |                      2
 1. FC Köln                   | 2014-08-30 |      3 |                      5
 1. FC Köln                   | 2014-09-13 |      1 |                      5
 1. FC Köln                   | 2014-09-21 |      1 |                      6
 1. FC Köln                   | 2014-09-24 |      0 |                      6
 1. FC Köln                   | 2014-09-27 |      0 |                      5
 1. FC Köln                   | 2014-10-04 |      0 |                      2
 1. FC Köln                   | 2014-10-18 |      3 |                      4
 1. FC Köln                   | 2014-10-24 |      3 |                      6
 1. FC Köln                   | 2014-11-02 |      0 |                      6
 1. FC Köln                   | 2014-11-08 |      3 |                      9
 1. FC Köln                   | 2014-11-22 |      0 |                      9
 1. FC Köln                   | 2014-11-29 |      0 |                      6
 1. FC Köln                   | 2014-12-06 |      0 |                      3
 1. FC Köln                   | 2014-12-13 |      3 |                      6
 1. FC Köln                   | 2014-12-16 |      1 |                      4
 1. FC Köln                   | 2014-12-20 |      0 |                      4
 1. FC Köln                   | 2015-01-31 |      3 |                      7
 1. FC Köln                   | 2015-02-04 |      1 |                      8
 1. FC Köln                   | 2015-02-07 |      1 |                      6
 1. FC Köln                   | 2015-02-14 |      0 |                      5
 1. FC Köln                   | 2015-02-21 |      1 |                      6
 1. FC Köln                   | 2015-02-27 |      0 |                      3
 1. FC Köln                   | 2015-03-08 |      3 |                      5
 1. FC Köln                   | 2015-03-14 |      1 |                      5
 1. FC Köln                   | 2015-03-21 |      1 |                      6
 1. FC Köln                   | 2015-04-04 |      0 |                      5
 1. FC Köln                   | 2015-04-12 |      3 |                      8
 1. FC Köln                   | 2015-04-18 |      1 |                      6
 1. FC Köln                   | 2015-04-25 |      1 |                      6
 1. FC Köln                   | 2015-05-02 |      1 |                      6
 1. FC Köln                   | 2015-05-10 |      3 |                      9
 1. FC Köln                   | 2015-05-16 |      0 |                      6
 1. FC Köln                   | 2015-05-23 |      1 |                      6
 1. FC Köln                   | 2015-08-16 |      3 |                      8
 1. FC Köln                   | 2015-08-22 |      1 |                      8
 1. FC Köln                   | 2015-08-29 |      3 |                      8
 1. FC Köln                   | 2015-09-12 |      0 |                      8
 1. FC Köln                   | 2015-09-19 |      3 |                     10
 1. FC Köln                   | 2015-09-22 |      0 |                      7
 1. FC Köln                   | 2015-09-25 |      1 |                      7
 1. FC Köln                   | 2015-10-04 |      3 |                      7
 1. FC Köln                   | 2015-10-18 |      0 |                      7
 1. FC Köln                   | 2015-10-24 |      0 |                      4
 1. FC Köln                   | 2015-10-31 |      1 |                      5
 1. FC Köln                   | 2015-11-07 |      3 |                      7
 1. FC Köln                   | 2015-11-21 |      1 |                      5
 1. FC Köln                   | 2015-11-27 |      1 |                      6
 1. FC Köln                   | 2015-12-05 |      0 |                      6
 1. FC Köln                   | 2015-12-12 |      1 |                      6
 1. FC Köln                   | 2015-12-19 |      3 |                      6
 1. FC Köln                   | 2016-01-23 |      0 |                      5
 1. FC Köln                   | 2016-01-31 |      1 |                      5
 1. FC Köln                   | 2016-02-07 |      1 |                      6
 1. FC Köln                   | 2016-02-13 |      3 |                      8
 1. FC Köln                   | 2016-02-20 |      0 |                      5
 1. FC Köln                   | 2016-02-26 |      0 |                      5
 1. FC Köln                   | 2016-03-01 |      1 |                      5
 1. FC Köln                   | 2016-03-05 |      0 |                      4
 1. FC Köln                   | 2016-03-12 |      3 |                      4
 1. FC Köln                   | 2016-03-19 |      0 |                      4
 1. FC Köln                   | 2016-04-03 |      1 |                      5
 1. FC Köln                   | 2016-04-10 |      0 |                      4
 1. FC Köln                   | 2016-04-17 |      3 |                      7
 1. FC Köln                   | 2016-04-23 |      3 |                      7
 1. FC Köln                   | 2016-04-29 |      1 |                      8
 1. FC Köln                   | 2016-05-07 |      1 |                      8
 1. FC Köln                   | 2016-05-14 |      1 |                      9
 1. FC Nürnberg               | 2009-08-08 |      0 |                      0
 1. FC Nürnberg               | 2009-08-15 |      1 |                      1
 1. FC Nürnberg               | 2009-08-22 |      0 |                      1
 1. FC Nürnberg               | 2009-08-29 |      1 |                      2
 1. FC Nürnberg               | 2009-09-12 |      3 |                      5
 1. FC Nürnberg               | 2009-09-19 |      0 |                      5
 1. FC Nürnberg               | 2009-09-25 |      0 |                      4
 1. FC Nürnberg               | 2009-10-03 |      0 |                      4
 1. FC Nürnberg               | 2009-10-17 |      3 |                      6
 1. FC Nürnberg               | 2009-10-24 |      0 |                      3
 1. FC Nürnberg               | 2009-10-31 |      1 |                      4
 1. FC Nürnberg               | 2009-11-07 |      0 |                      4
 1. FC Nürnberg               | 2009-11-21 |      3 |                      7
 1. FC Nürnberg               | 2009-11-28 |      0 |                      4
 1. FC Nürnberg               | 2009-12-05 |      0 |                      4
 1. FC Nürnberg               | 2009-12-12 |      0 |                      3
 1. FC Nürnberg               | 2009-12-20 |      0 |                      3
 1. FC Nürnberg               | 2010-01-17 |      0 |                      0
 1. FC Nürnberg               | 2010-01-23 |      1 |                      1
 1. FC Nürnberg               | 2010-01-30 |      3 |                      4
 1. FC Nürnberg               | 2010-02-06 |      0 |                      4
 1. FC Nürnberg               | 2010-02-12 |      0 |                      4
 1. FC Nürnberg               | 2010-02-20 |      1 |                      5
 1. FC Nürnberg               | 2010-02-27 |      1 |                      5
 1. FC Nürnberg               | 2010-03-07 |      3 |                      5
 1. FC Nürnberg               | 2010-03-13 |      3 |                      8
 1. FC Nürnberg               | 2010-03-20 |      1 |                      9
 1. FC Nürnberg               | 2010-03-27 |      0 |                      8
 1. FC Nürnberg               | 2010-04-03 |      3 |                     10
 1. FC Nürnberg               | 2010-04-11 |      0 |                      7
 1. FC Nürnberg               | 2010-04-17 |      0 |                      4
 1. FC Nürnberg               | 2010-04-24 |      0 |                      3
 1. FC Nürnberg               | 2010-05-01 |      0 |                      3
 1. FC Nürnberg               | 2010-05-08 |      3 |                      3
 1. FC Nürnberg               | 2010-08-21 |      1 |                      4
 1. FC Nürnberg               | 2010-08-28 |      0 |                      4
 1. FC Nürnberg               | 2010-09-11 |      1 |                      5
 1. FC Nürnberg               | 2010-09-19 |      1 |                      6
 1. FC Nürnberg               | 2010-09-22 |      3 |                      6
 1. FC Nürnberg               | 2010-09-25 |      0 |                      5
 1. FC Nürnberg               | 2010-10-02 |      3 |                      8
 1. FC Nürnberg               | 2010-10-16 |      0 |                      7
 1. FC Nürnberg               | 2010-10-23 |      3 |                      9
 1. FC Nürnberg               | 2010-10-30 |      3 |                      9
 1. FC Nürnberg               | 2010-11-06 |      3 |                     12
 1. FC Nürnberg               | 2010-11-14 |      0 |                      9
 1. FC Nürnberg               | 2010-11-20 |      0 |                      9
 1. FC Nürnberg               | 2010-11-26 |      0 |                      6
 1. FC Nürnberg               | 2010-12-05 |      0 |                      3
 1. FC Nürnberg               | 2010-12-11 |      1 |                      1
 1. FC Nürnberg               | 2010-12-18 |      3 |                      4
 1. FC Nürnberg               | 2011-01-15 |      0 |                      4
 1. FC Nürnberg               | 2011-01-22 |      1 |                      5
 1. FC Nürnberg               | 2011-01-29 |      3 |                      8
 1. FC Nürnberg               | 2011-02-05 |      3 |                     10
 1. FC Nürnberg               | 2011-02-12 |      3 |                     10
 1. FC Nürnberg               | 2011-02-18 |      3 |                     13
 1. FC Nürnberg               | 2011-02-26 |      1 |                     13
 1. FC Nürnberg               | 2011-03-05 |      3 |                     13
 1. FC Nürnberg               | 2011-03-12 |      3 |                     13
 1. FC Nürnberg               | 2011-03-19 |      0 |                     10
 1. FC Nürnberg               | 2011-04-03 |      0 |                      7
 1. FC Nürnberg               | 2011-04-09 |      1 |                      7
 1. FC Nürnberg               | 2011-04-16 |      3 |                      7
 1. FC Nürnberg               | 2011-04-24 |      1 |                      5
 1. FC Nürnberg               | 2011-04-30 |      0 |                      5
 1. FC Nürnberg               | 2011-05-07 |      0 |                      5
 1. FC Nürnberg               | 2011-05-14 |      0 |                      4
 1. FC Nürnberg               | 2011-08-06 |      3 |                      4
 1. FC Nürnberg               | 2011-08-13 |      0 |                      3
 1. FC Nürnberg               | 2011-08-20 |      0 |                      3
 1. FC Nürnberg               | 2011-08-27 |      3 |                      6
 1. FC Nürnberg               | 2011-09-11 |      3 |                      9
 1. FC Nürnberg               | 2011-09-17 |      1 |                      7
 1. FC Nürnberg               | 2011-09-24 |      0 |                      7
 1. FC Nürnberg               | 2011-10-01 |      1 |                      8
 1. FC Nürnberg               | 2011-10-15 |      0 |                      5
 1. FC Nürnberg               | 2011-10-22 |      1 |                      3
 1. FC Nürnberg               | 2011-10-29 |      0 |                      2
 1. FC Nürnberg               | 2011-11-05 |      0 |                      2
 1. FC Nürnberg               | 2011-11-19 |      0 |                      1
 1. FC Nürnberg               | 2011-11-26 |      3 |                      4
 1. FC Nürnberg               | 2011-12-04 |      0 |                      3
 1. FC Nürnberg               | 2011-12-10 |      0 |                      3
 1. FC Nürnberg               | 2011-12-17 |      3 |                      6
 1. FC Nürnberg               | 2012-01-21 |      3 |                      9
 1. FC Nürnberg               | 2012-01-27 |      0 |                      6
 1. FC Nürnberg               | 2012-02-03 |      0 |                      6
 1. FC Nürnberg               | 2012-02-12 |      1 |                      7
 1. FC Nürnberg               | 2012-02-18 |      3 |                      7
 1. FC Nürnberg               | 2012-02-25 |      3 |                      7
 1. FC Nürnberg               | 2012-03-04 |      3 |                     10
 1. FC Nürnberg               | 2012-03-10 |      0 |                     10
 1. FC Nürnberg               | 2012-03-17 |      0 |                      9
 1. FC Nürnberg               | 2012-03-25 |      0 |                      6
 1. FC Nürnberg               | 2012-03-31 |      0 |                      3
 1. FC Nürnberg               | 2012-04-07 |      1 |                      1
 1. FC Nürnberg               | 2012-04-11 |      3 |                      4
 1. FC Nürnberg               | 2012-04-14 |      3 |                      7
 1. FC Nürnberg               | 2012-04-21 |      1 |                      8
 1. FC Nürnberg               | 2012-04-28 |      3 |                     11
 1. FC Nürnberg               | 2012-05-05 |      0 |                     10
 1. FC Nürnberg               | 2012-08-25 |      3 |                     10
 1. FC Nürnberg               | 2012-09-01 |      1 |                      8
 1. FC Nürnberg               | 2012-09-15 |      3 |                     10
 1. FC Nürnberg               | 2012-09-21 |      0 |                      7
 1. FC Nürnberg               | 2012-09-26 |      0 |                      7
 1. FC Nürnberg               | 2012-09-29 |      0 |                      4
 1. FC Nürnberg               | 2012-10-06 |      0 |                      3
 1. FC Nürnberg               | 2012-10-21 |      1 |                      1
 1. FC Nürnberg               | 2012-10-27 |      0 |                      1
 1. FC Nürnberg               | 2012-11-03 |      3 |                      4
 1. FC Nürnberg               | 2012-11-09 |      0 |                      4
 1. FC Nürnberg               | 2012-11-17 |      1 |                      5
 1. FC Nürnberg               | 2012-11-24 |      1 |                      5
 1. FC Nürnberg               | 2012-11-28 |      3 |                      8
 1. FC Nürnberg               | 2012-12-01 |      0 |                      5
 1. FC Nürnberg               | 2012-12-08 |      3 |                      8
 1. FC Nürnberg               | 2012-12-16 |      1 |                      8
 1. FC Nürnberg               | 2013-01-20 |      1 |                      8
 1. FC Nürnberg               | 2013-01-25 |      0 |                      5
 1. FC Nürnberg               | 2013-02-03 |      3 |                      8
 1. FC Nürnberg               | 2013-02-09 |      1 |                      6
 1. FC Nürnberg               | 2013-02-17 |      1 |                      6
 1. FC Nürnberg               | 2013-02-23 |      1 |                      6
 1. FC Nürnberg               | 2013-03-02 |      1 |                      7
 1. FC Nürnberg               | 2013-03-08 |      3 |                      7
 1. FC Nürnberg               | 2013-03-16 |      3 |                      9
 1. FC Nürnberg               | 2013-03-31 |      1 |                      9
 1. FC Nürnberg               | 2013-04-07 |      3 |                     11
 1. FC Nürnberg               | 2013-04-13 |      0 |                     10
 1. FC Nürnberg               | 2013-04-21 |      0 |                      7
 1. FC Nürnberg               | 2013-04-27 |      0 |                      4
 1. FC Nürnberg               | 2013-05-04 |      0 |                      3
 1. FC Nürnberg               | 2013-05-11 |      3 |                      3
 1. FC Nürnberg               | 2013-05-18 |      3 |                      6
 1. FC Nürnberg               | 2013-08-10 |      1 |                      7
 1. FC Nürnberg               | 2013-08-18 |      1 |                      8
 1. FC Nürnberg               | 2013-08-24 |      0 |                      8
 1. FC Nürnberg               | 2013-08-31 |      0 |                      5
 1. FC Nürnberg               | 2013-09-15 |      1 |                      3
 1. FC Nürnberg               | 2013-09-21 |      1 |                      3
 1. FC Nürnberg               | 2013-09-29 |      1 |                      3
 1. FC Nürnberg               | 2013-10-06 |      0 |                      3
 1. FC Nürnberg               | 2013-10-19 |      1 |                      4
 1. FC Nürnberg               | 2013-10-25 |      1 |                      4
 1. FC Nürnberg               | 2013-11-02 |      0 |                      3
 1. FC Nürnberg               | 2013-11-09 |      0 |                      2
 1. FC Nürnberg               | 2013-11-23 |      1 |                      3
 1. FC Nürnberg               | 2013-11-30 |      0 |                      2
 1. FC Nürnberg               | 2013-12-06 |      1 |                      2
 1. FC Nürnberg               | 2013-12-14 |      1 |                      3
 1. FC Nürnberg               | 2013-12-21 |      1 |                      4
 1. FC Nürnberg               | 2014-01-25 |      3 |                      6
 1. FC Nürnberg               | 2014-02-02 |      3 |                      9
 1. FC Nürnberg               | 2014-02-08 |      0 |                      8
 1. FC Nürnberg               | 2014-02-16 |      3 |                     10
 1. FC Nürnberg               | 2014-02-22 |      3 |                     12
 1. FC Nürnberg               | 2014-03-01 |      0 |                      9
 1. FC Nürnberg               | 2014-03-08 |      0 |                      6
 1. FC Nürnberg               | 2014-03-16 |      0 |                      6
 1. FC Nürnberg               | 2014-03-23 |      0 |                      3
 1. FC Nürnberg               | 2014-03-26 |      3 |                      3
 1. FC Nürnberg               | 2014-03-29 |      0 |                      3
 1. FC Nürnberg               | 2014-04-05 |      0 |                      3
 1. FC Nürnberg               | 2014-04-12 |      0 |                      3
 1. FC Nürnberg               | 2014-04-20 |      0 |                      3
 1. FC Nürnberg               | 2014-04-26 |      0 |                      0
 1. FC Nürnberg               | 2014-05-03 |      0 |                      0
 1. FC Nürnberg               | 2014-05-10 |      0 |                      0
 1. FSV Mainz 05              | 2009-08-08 |      1 |                      1
 1. FSV Mainz 05              | 2009-08-15 |      1 |                      2
 1. FSV Mainz 05              | 2009-08-22 |      3 |                      5
 1. FSV Mainz 05              | 2009-08-28 |      0 |                      5
 1. FSV Mainz 05              | 2009-09-12 |      3 |                      8
 1. FSV Mainz 05              | 2009-09-19 |      3 |                     10
 1. FSV Mainz 05              | 2009-09-26 |      0 |                      9
 1. FSV Mainz 05              | 2009-10-03 |      3 |                      9
 1. FSV Mainz 05              | 2009-10-17 |      0 |                      9
 1. FSV Mainz 05              | 2009-10-24 |      3 |                      9
 1. FSV Mainz 05              | 2009-10-31 |      1 |                      7
 1. FSV Mainz 05              | 2009-11-07 |      3 |                     10
 1. FSV Mainz 05              | 2009-11-21 |      1 |                      8
 1. FSV Mainz 05              | 2009-11-28 |      1 |                      9
 1. FSV Mainz 05              | 2009-12-05 |      0 |                      6
 1. FSV Mainz 05              | 2009-12-13 |      1 |                      6
 1. FSV Mainz 05              | 2009-12-18 |      0 |                      3
 1. FSV Mainz 05              | 2010-01-16 |      0 |                      2
 1. FSV Mainz 05              | 2010-01-23 |      3 |                      4
 1. FSV Mainz 05              | 2010-01-30 |      0 |                      4
 1. FSV Mainz 05              | 2010-02-07 |      3 |                      6
 1. FSV Mainz 05              | 2010-02-13 |      1 |                      7
 1. FSV Mainz 05              | 2010-02-20 |      1 |                      8
 1. FSV Mainz 05              | 2010-02-27 |      0 |                      5
 1. FSV Mainz 05              | 2010-03-07 |      3 |                      8
 1. FSV Mainz 05              | 2010-03-13 |      3 |                      8
 1. FSV Mainz 05              | 2010-03-20 |      0 |                      7
 1. FSV Mainz 05              | 2010-03-27 |      0 |                      6
 1. FSV Mainz 05              | 2010-04-03 |      0 |                      6
 1. FSV Mainz 05              | 2010-04-10 |      3 |                      6
 1. FSV Mainz 05              | 2010-04-17 |      3 |                      6
