 player_id |        player_name         | team_id |         team_name         |  season   | player_goals | team_total_goals | share_pct 
     30348 | Jermain Defoe              |    8462 | Portsmouth                | 2008/2009 |            9 |               39 |      23.1
     30743 | Ronaldinho                 |    8564 | Milan                     | 2009/2010 |           15 |               65 |      23.1
    467488 | Vincent Vermeij            |    8526 | De Graafschap             | 2015/2016 |            9 |               39 |      23.1
     25347 | Oscar Gonzalez             |   10281 | Real Valladolid           | 2012/2013 |           12 |               52 |      23.1
     40203 | Ciprian Marica             |   10269 | VfB Stuttgart             | 2009/2010 |           12 |               52 |      23.1
     29581 | Charles N'Zogbia           |    8528 | Wigan Athletic            | 2010/2011 |            9 |               39 |      23.1
     71550 | Hugo Rodallega             |    8528 | Wigan Athletic            | 2010/2011 |            9 |               39 |      23.1
     12246 | Stanislav Sestak           |    9911 | VfL Bochum                | 2008/2009 |            9 |               39 |      23.1
     23949 | Darren Bent                |   10252 | Aston Villa               | 2011/2012 |            9 |               39 |      23.1
    110161 | Michiel Kramer             |   10235 | Feyenoord                 | 2015/2016 |           15 |               65 |      23.1
     51545 | Jose Salomon Rondon        |    8659 | West Bromwich Albion      | 2015/2016 |            9 |               39 |      23.1
     40958 | Helder Postiga             |    8394 | Real Zaragoza             | 2011/2012 |            9 |               39 |      23.1
     24549 | Giampaolo Pazzini          |    8564 | Milan                     | 2012/2013 |           15 |               65 |      23.1
    161015 | Iago Falque                |   10233 | Genoa                     | 2014/2015 |           14 |               61 |      23.0
    426202 | Divock Origi               |    8639 | LOSC Lille                | 2014/2015 |           11 |               48 |      22.9
     72735 | Mame Biram Diouf           |   10194 | Stoke City                | 2014/2015 |           11 |               48 |      22.9
    413557 | Anthony Martial            |   10260 | Manchester United         | 2015/2016 |           11 |               48 |      22.9
    352968 | Sebastien Haller           |    9908 | FC Utrecht                | 2014/2015 |           11 |               48 |      22.9
     35345 | Jason Puncheon             |    9826 | Crystal Palace            | 2013/2014 |            8 |               35 |      22.9
     46469 | Olivier Giroud             |    9825 | Arsenal                   | 2013/2014 |           16 |               70 |      22.9
     30445 | Grafite                    |    8721 | VfL Wolfsburg             | 2010/2011 |           11 |               48 |      22.9
     15403 | Edin Dzeko                 |    8721 | VfL Wolfsburg             | 2010/2011 |           11 |               48 |      22.9
    181995 | Roberto Soriano            |    9882 | Sampdoria                 | 2015/2016 |            8 |               35 |      22.9
     32747 | Fabrizio Miccoli           |    8540 | Palermo                   | 2012/2013 |            8 |               35 |      22.9
    131991 | Floyd Ayite                |    7794 | SC Bastia                 | 2015/2016 |            8 |               35 |      22.9
     26420 | Benjamin Nivet             |   10242 | ES Troyes AC              | 2012/2013 |           11 |               48 |      22.9
     30922 | Arouna Kone                |    8528 | Wigan Athletic            | 2012/2013 |           11 |               48 |      22.9
    191873 | Juanmi                     |    9864 | Málaga CF                 | 2014/2015 |           11 |               48 |      22.9
     38817 | Carlos Tevez               |    9885 | Juventus                  | 2013/2014 |           18 |               79 |      22.8
     30735 | Louis Saha                 |    8668 | Everton                   | 2009/2010 |           15 |               66 |      22.7
     91560 | Modibo Maiga               |    9874 | FC Sochaux-Montbéliard    | 2011/2012 |            5 |               22 |      22.7
     34543 | Carlton Cole               |    8654 | West Ham United           | 2008/2009 |           10 |               44 |      22.7
     34106 | Luis Fabiano               |    8302 | Sevilla FC                | 2009/2010 |           15 |               66 |      22.7
      3517 | Alexandr Kerzhakov         |   10243 | FC Zürich                 | 2015/2016 |            5 |               22 |      22.7
     30981 | Lionel Messi               |    8634 | FC Barcelona              | 2008/2009 |           25 |              110 |      22.7
    242709 | Roberto Firmino            |    8226 | TSG 1899 Hoffenheim       | 2013/2014 |           17 |               75 |      22.7
     23933 | Kevin Nolan                |    8654 | West Ham United           | 2012/2013 |           10 |               44 |      22.7
     30638 | Miroslav Klose             |    8543 | Lazio                     | 2011/2012 |           12 |               53 |      22.6
     34543 | Carlton Cole               |    8654 | West Ham United           | 2009/2010 |           12 |               53 |      22.6
    147594 | Bryan Linssen              |    9791 | Heracles Almelo           | 2014/2015 |            7 |               31 |      22.6
     39109 | Charlie Adam               |    8483 | Blackpool                 | 2010/2011 |           14 |               62 |      22.6
     38044 | Ikechukwu Uche             |   10205 | Villarreal CF             | 2013/2014 |           14 |               62 |      22.6
    109280 | Sloan Privat               |    9874 | FC Sochaux-Montbéliard    | 2012/2013 |            9 |               40 |      22.5
     38865 | Colin Kazim-Richards       |   10235 | Feyenoord                 | 2014/2015 |            9 |               40 |      22.5
     23257 | Chris Brunt                |    8659 | West Bromwich Albion      | 2008/2009 |            9 |               40 |      22.5
    107920 | Nils Petersen              |    8358 | SC Freiburg               | 2014/2015 |            9 |               40 |      22.5
     36011 | Sejad Salihovic            |    8226 | TSG 1899 Hoffenheim       | 2011/2012 |            9 |               40 |      22.5
    174634 | Dani Schahin               |    8194 | Fortuna Düsseldorf        | 2012/2013 |            9 |               40 |      22.5
     97747 | Nicolai Mueller            |    9790 | Hamburger SV              | 2015/2016 |            9 |               40 |      22.5
     36784 | Klaas Jan Huntelaar        |   10189 | FC Schalke 04             | 2010/2011 |            9 |               40 |      22.5
     93447 | Robert Lewandowski         |    9823 | FC Bayern Munich          | 2014/2015 |           18 |               80 |      22.5
     33881 | Jonathan Walters           |   10194 | Stoke City                | 2011/2012 |            9 |               40 |      22.5
     30496 | Mladen Petric              |    9790 | Hamburger SV              | 2010/2011 |           11 |               49 |      22.4
     30886 | Andrey Voronin             |    8177 | Hertha BSC Berlin         | 2008/2009 |           11 |               49 |      22.4
     46289 | Imanol Agirretxe           |    8560 | Real Sociedad             | 2011/2012 |           11 |               49 |      22.4
      2983 | Jorge Molina               |    8603 | Real Betis Balompié       | 2012/2013 |           13 |               58 |      22.4
     42091 | Jedaias Capucho Neves      |    8529 | Cagliari                  | 2008/2009 |           11 |               49 |      22.4
     24549 | Giampaolo Pazzini          |    9882 | Sampdoria                 | 2008/2009 |           11 |               49 |      22.4
    277341 | Yoann Touzghar             |    8588 | RC Lens                   | 2014/2015 |            8 |               36 |      22.2
    161291 | Youssef El Arabi           |    7878 | Granada CF                | 2012/2013 |            8 |               36 |      22.2
    172899 | Manolo Gabbiadini          |    9882 | Sampdoria                 | 2013/2014 |            8 |               36 |      22.2
     19243 | Diego Costa                |   10281 | Real Valladolid           | 2009/2010 |            8 |               36 |      22.2
     30991 | Rodrigo Palacio            |    8636 | Inter                     | 2012/2013 |           12 |               54 |      22.2
    104392 | Brice Jovial               |    9836 | Dijon FCO                 | 2011/2012 |            6 |               27 |      22.2
     30764 | Ivica Olic                 |    8721 | VfL Wolfsburg             | 2013/2014 |           14 |               63 |      22.2
     35411 | Demba Ba                   |    8226 | TSG 1899 Hoffenheim       | 2008/2009 |           14 |               63 |      22.2
     46700 | Papiss Cisse               |    8358 | SC Freiburg               | 2011/2012 |           10 |               45 |      22.2
     31718 | Nelson Haedo Valdez        |   10278 | Hércules Club de Fútbol   | 2010/2011 |            8 |               36 |      22.2
     66940 | Raul Marcelo Bobadilla     |    8406 | FC Augsburg               | 2014/2015 |           10 |               45 |      22.2
    176831 | Lukas Hinterseer           |    8234 | FC Ingolstadt 04          | 2015/2016 |            8 |               36 |      22.2
     38920 | Cyril Thereau              |    8533 | Chievo Verona             | 2013/2014 |            8 |               36 |      22.2
     41694 | Francesco Lodi             |    8530 | Catania                   | 2011/2012 |           10 |               45 |      22.2
     41044 | Kaka                       |    8564 | Milan                     | 2008/2009 |           17 |               77 |      22.1
     30631 | Frank Lampard              |    8455 | Chelsea                   | 2009/2010 |           23 |              104 |      22.1
    109121 | Alberto Paloschi           |    8533 | Chievo Verona             | 2015/2016 |           11 |               50 |      22.0
     37760 | Nikos Liberopoulos         |    9810 | Eintracht Frankfurt       | 2008/2009 |            9 |               41 |      22.0
    179239 | Michael de Leeuw           |    8674 | FC Groningen              | 2015/2016 |            9 |               41 |      22.0
     34102 | Alexander Frei             |    9789 | Borussia Dortmund         | 2008/2009 |           13 |               59 |      22.0
     43329 | Kalu Uche                  |    9865 | UD Almería                | 2009/2010 |            9 |               41 |      22.0
     26165 | John Carew                 |   10252 | Aston Villa               | 2008/2009 |           11 |               50 |      22.0
     96509 | Joaquin Larrivey           |    9910 | RC Celta de Vigo          | 2014/2015 |           11 |               50 |      22.0
     38364 | Sami Allagui               |    8177 | Hertha BSC Berlin         | 2013/2014 |            9 |               41 |      22.0
     74169 | Daniel Wass                |    4087 | Évian Thonon Gaillard FC  | 2013/2014 |            9 |               41 |      22.0
     30901 | Aruna Dindane              |    8462 | Portsmouth                | 2009/2010 |            9 |               41 |      22.0
     26554 | Jose Leonardo Ulloa        |    8197 | Leicester City            | 2014/2015 |           11 |               50 |      22.0
     33028 | Aritz Aduriz               |    8661 | RCD Mallorca              | 2009/2010 |           13 |               59 |      22.0
    466143 | Mohamed Larbi              |    6391 | GFC Ajaccio               | 2015/2016 |            9 |               41 |      22.0
     39306 | Luis Jimenez               |    9880 | Cesena                    | 2010/2011 |            9 |               41 |      22.0
     24448 | Sergio Pellissier          |    8533 | Chievo Verona             | 2014/2015 |            7 |               32 |      21.9
     69008 | Artur Sobiech              |    9904 | Hannover 96               | 2015/2016 |            7 |               32 |      21.9
     36784 | Klaas Jan Huntelaar        |   10189 | FC Schalke 04             | 2013/2014 |           14 |               64 |      21.9
     30960 | Emmanuel Adebayor          |    8586 | Tottenham Hotspur         | 2013/2014 |           12 |               55 |      21.8
     25819 | Raffael                    |    9788 | Borussia Mönchengladbach  | 2014/2015 |           12 |               55 |      21.8
    692984 | Ousmane Dembele            |    9851 | Stade Rennais FC          | 2015/2016 |           12 |               55 |      21.8
    147951 | Josip Ilicic               |    8535 | Fiorentina                | 2015/2016 |           13 |               60 |      21.7
     49677 | Edinson Cavani             |    8540 | Palermo                   | 2009/2010 |           13 |               60 |      21.7
     38699 | Giuseppe Rossi             |   10205 | Villarreal CF             | 2008/2009 |           13 |               60 |      21.7
     80564 | Caio                       |    9956 | Grasshopper Club Zürich   | 2015/2016 |            5 |               23 |      21.7
     15403 | Edin Dzeko                 |    8456 | Manchester City           | 2012/2013 |           15 |               69 |      21.7
     19533 | Neymar                     |    8634 | FC Barcelona              | 2015/2016 |           26 |              120 |      21.7
     41542 | Antonio Floro Flores       |   10233 | Genoa                     | 2010/2011 |           10 |               46 |      21.7
     32627 | Steven Fletcher            |    8191 | Burnley                   | 2009/2010 |           10 |               46 |      21.7
    107920 | Nils Petersen              |    8697 | SV Werder Bremen          | 2012/2013 |           11 |               51 |      21.6
     37446 | Ivan Sanchez Riki          |    9783 | RC Deportivo de La Coruña | 2009/2010 |            8 |               37 |      21.6
    190872 | Gaston Ramirez             |    9857 | Bologna                   | 2011/2012 |            8 |               37 |      21.6
    304733 | Hakan Calhanoglu           |    9790 | Hamburger SV              | 2013/2014 |           11 |               51 |      21.6
     38886 | Miguel Angel de las Cuevas |    9869 | Real Sporting de Gijón    | 2009/2010 |            8 |               37 |      21.6
     24448 | Sergio Pellissier          |    8533 | Chievo Verona             | 2011/2012 |            8 |               37 |      21.6
     30618 | Steven Gerrard             |    8650 | Liverpool                 | 2014/2015 |           11 |               51 |      21.6
     46757 | Julien Feret               |    9851 | Stade Rennais FC          | 2012/2013 |           11 |               51 |      21.6
     41294 | David Barral               |    8581 | Levante UD                | 2013/2014 |            8 |               37 |      21.6
     33974 | Robinho                    |    8564 | Milan                     | 2010/2011 |           14 |               65 |      21.5
     39447 | Marco Borriello            |    8564 | Milan                     | 2009/2010 |           14 |               65 |      21.5
     46554 | Alexandre Pato             |    8564 | Milan                     | 2009/2010 |           14 |               65 |      21.5
     46554 | Alexandre Pato             |    8564 | Milan                     | 2010/2011 |           14 |               65 |      21.5
     41622 | Felipe Caicedo             |    8558 | RCD Espanyol              | 2015/2016 |            9 |               42 |      21.4
     26166 | Karim Benzema              |    8633 | Real Madrid CF            | 2015/2016 |           24 |              112 |      21.4
    599425 | Florin Andone              |    7869 | Córdoba CF                | 2014/2015 |            6 |               28 |      21.4
     39474 | Robert Acquafresca         |    8529 | Cagliari                  | 2010/2011 |            9 |               42 |      21.4
     35561 | Hernan Crespo              |   10167 | Parma                     | 2010/2011 |            9 |               42 |      21.4
    196366 | Anthony Ujah               |    8697 | SV Werder Bremen          | 2015/2016 |           12 |               56 |      21.4
     74169 | Daniel Wass                |    4087 | Évian Thonon Gaillard FC  | 2014/2015 |            9 |               42 |      21.4
     27234 | Martin Harnik              |   10269 | VfB Stuttgart             | 2014/2015 |            9 |               42 |      21.4
     26165 | John Carew                 |   10252 | Aston Villa               | 2009/2010 |           12 |               56 |      21.4
    172321 | Joselu                     |    9904 | Hannover 96               | 2014/2015 |            9 |               42 |      21.4
    174850 | Erik Lamela                |    8686 | Roma                      | 2012/2013 |           15 |               70 |      21.4
     27478 | Alexander Meier            |    9810 | Eintracht Frankfurt       | 2009/2010 |           10 |               47 |      21.3
    104045 | Bas Dost                   |    8721 | VfL Wolfsburg             | 2014/2015 |           16 |               75 |      21.3
     30834 | Arjen Robben               |    9823 | FC Bayern Munich          | 2014/2015 |           17 |               80 |      21.3
    174062 | Carlos Eduardo             |    9831 | OGC Nice                  | 2014/2015 |           10 |               47 |      21.3
     38827 | Amauri                     |   10167 | Parma                     | 2012/2013 |           10 |               47 |      21.3
     30988 | Kenwyne Jones              |   10194 | Stoke City                | 2010/2011 |           10 |               47 |      21.3
     32728 | Robert Snodgrass           |    9850 | Norwich City              | 2013/2014 |            7 |               33 |      21.2
    181276 | Romelu Lukaku              |    8668 | Everton                   | 2014/2015 |           11 |               52 |      21.2
     25571 | Achille Emana              |    8603 | Real Betis Balompié       | 2008/2009 |           11 |               52 |      21.2
     36084 | Vedad Ibisevic             |   10269 | VfB Stuttgart             | 2013/2014 |           11 |               52 |      21.2
     27234 | Martin Harnik              |   10269 | VfB Stuttgart             | 2013/2014 |           11 |               52 |      21.2
     39540 | Fabio Quagliarella         |    8600 | Udinese                   | 2008/2009 |           14 |               66 |      21.2
    215804 | Elias Kachunga             |    8460 | SC Paderborn 07           | 2014/2015 |            7 |               33 |      21.2
     30631 | Frank Lampard              |    8455 | Chelsea                   | 2012/2013 |           16 |               76 |      21.1
     25773 | Ivan Rakitic               |    8302 | Sevilla FC                | 2013/2014 |           15 |               71 |      21.1
     26392 | Kevin Gameiro              |    8302 | Sevilla FC                | 2013/2014 |           15 |               71 |      21.1
     45204 | Tommer Hemed               |    9865 | UD Almería                | 2014/2015 |            8 |               38 |      21.1
     36784 | Klaas Jan Huntelaar        |   10189 | FC Schalke 04             | 2012/2013 |           12 |               57 |      21.1
     25496 | Dimitri Payet              |    8639 | LOSC Lille                | 2012/2013 |           12 |               57 |      21.1
     46384 | Pablo Piatti               |    9865 | UD Almería                | 2010/2011 |            8 |               38 |      21.1
     43329 | Kalu Uche                  |    9865 | UD Almería                | 2010/2011 |            8 |               38 |      21.1
    167634 | Emanuele Giaccherini       |    9857 | Bologna                   | 2015/2016 |            8 |               38 |      21.1
     39139 | Ola Toivonen               |    9851 | Stade Rennais FC          | 2014/2015 |            8 |               38 |      21.1
    213319 | Gadji Tallo                |    8576 | AC Ajaccio                | 2013/2014 |            8 |               38 |      21.1
    270774 | Franco Vazquez             |    8540 | Palermo                   | 2015/2016 |            8 |               38 |      21.1
     23933 | Kevin Nolan                |   10261 | Newcastle United          | 2010/2011 |           12 |               57 |      21.1
     11685 | Antonio Candreva           |    8543 | Lazio                     | 2015/2016 |           12 |               57 |      21.1
     51553 | Daniel Sturridge           |    8650 | Liverpool                 | 2013/2014 |           22 |              105 |      21.0
     25759 | Gonzalo Higuain            |    9875 | Napoli                    | 2013/2014 |           17 |               81 |      21.0
     37139 | Dirk Kuyt                  |    8650 | Liverpool                 | 2010/2011 |           13 |               62 |      21.0
     21853 | Dudley Campbell            |    8483 | Blackpool                 | 2010/2011 |           13 |               62 |      21.0
     37950 | Gervinho                   |    8639 | LOSC Lille                | 2010/2011 |            9 |               43 |      20.9
     36784 | Klaas Jan Huntelaar        |   10189 | FC Schalke 04             | 2014/2015 |            9 |               43 |      20.9
     75342 | Carlos Vela                |    8560 | Real Sociedad             | 2014/2015 |            9 |               43 |      20.9
     51545 | Jose Salomon Rondon        |    9864 | Málaga CF                 | 2011/2012 |           11 |               53 |      20.8
     94321 | Prince Oniangue            |    9837 | Stade de Reims            | 2013/2014 |           10 |               48 |      20.8
     37474 | Manu del Moral             |    8305 | Getafe CF                 | 2010/2011 |           10 |               48 |      20.8
     35997 | Halil Altintop             |    8406 | FC Augsburg               | 2013/2014 |           10 |               48 |      20.8
     30729 | Filippo Inzaghi            |    8564 | Milan                     | 2008/2009 |           16 |               77 |      20.8
     46554 | Alexandre Pato             |    8564 | Milan                     | 2008/2009 |           16 |               77 |      20.8
     32627 | Steven Fletcher            |    8602 | Wolverhampton Wanderers   | 2010/2011 |           10 |               48 |      20.8
    134232 | Nolan Roux                 |    8639 | LOSC Lille                | 2014/2015 |           10 |               48 |      20.8
    192899 | Diafra Sakho               |    8654 | West Ham United           | 2014/2015 |           10 |               48 |      20.8
     31235 | Diego                      |    8721 | VfL Wolfsburg             | 2012/2013 |           10 |               48 |      20.8
     30764 | Ivica Olic                 |    9790 | Hamburger SV              | 2008/2009 |           10 |               48 |      20.8
    161420 | Emmanuel Riviere           |    9853 | AS Saint-Étienne          | 2010/2011 |            6 |               29 |      20.7
     40659 | Anthony Mounier            |    9831 | OGC Nice                  | 2011/2012 |            6 |               29 |      20.7
     49677 | Edinson Cavani             |    9847 | Paris Saint-Germain       | 2014/2015 |           18 |               87 |      20.7
     18925 | Ezequiel Lavezzi           |    9875 | Napoli                    | 2008/2009 |            7 |               34 |      20.6
     46289 | Imanol Agirretxe           |    8560 | Real Sociedad             | 2012/2013 |           14 |               68 |      20.6
     75342 | Carlos Vela                |    8560 | Real Sociedad             | 2012/2013 |           14 |               68 |      20.6
    178767 | Jeff Stans                 |   10218 | Excelsior                 | 2015/2016 |            7 |               34 |      20.6
    213489 | Alvaro Vazquez             |    8305 | Getafe CF                 | 2014/2015 |            7 |               34 |      20.6
     24491 | Nicola Pozzi               |    9882 | Sampdoria                 | 2010/2011 |            7 |               34 |      20.6
     30655 | Raul                       |    8633 | Real Madrid CF            | 2008/2009 |           18 |               88 |      20.5
     37441 | Joan Verdu                 |    8558 | RCD Espanyol              | 2012/2013 |            9 |               44 |      20.5
     24698 | Grant Holt                 |    9850 | Norwich City              | 2012/2013 |            9 |               44 |      20.5
     38469 | Verza                      |    9865 | UD Almería                | 2013/2014 |            9 |               44 |      20.5
    119427 | Aytac Sulu                 |    8262 | SV Darmstadt 98           | 2015/2016 |            9 |               44 |      20.5
     26588 | Roel Brouwers              |    9788 | Borussia Mönchengladbach  | 2009/2010 |            8 |               39 |      20.5
    179083 | Willian Jose               |    8306 | UD Las Palmas             | 2015/2016 |            9 |               44 |      20.5
    116555 | Duvan Zapata               |    8600 | Udinese                   | 2015/2016 |            8 |               39 |      20.5
     26221 | Serge Gakpe                |    9830 | FC Nantes                 | 2013/2014 |            8 |               39 |      20.5
    129944 | Marco Reus                 |    9788 | Borussia Mönchengladbach  | 2009/2010 |            8 |               39 |      20.5
     30342 | David Dunn                 |    8655 | Blackburn Rovers          | 2009/2010 |            9 |               44 |      20.5
     25597 | Goran Pandev               |    8543 | Lazio                     | 2008/2009 |           10 |               49 |      20.4
    129944 | Marco Reus                 |    9788 | Borussia Mönchengladbach  | 2010/2011 |           10 |               49 |      20.4
     29145 | Mohammed Abdellaoue        |    9904 | Hannover 96               | 2010/2011 |           10 |               49 |      20.4
     25598 | Tommaso Rocchi             |    8543 | Lazio                     | 2008/2009 |           10 |               49 |      20.4
     41294 | David Barral               |    9869 | Real Sporting de Gijón    | 2008/2009 |           10 |               49 |      20.4
    254308 | Florian Thauvin            |    7794 | SC Bastia                 | 2012/2013 |           10 |               49 |      20.4
     23949 | Darren Bent                |   10252 | Aston Villa               | 2010/2011 |           10 |               49 |      20.4
     37412 | Sergio Aguero              |    9906 | Atlético Madrid           | 2009/2010 |           12 |               59 |      20.3
     75307 | Daniel Parejo              |   10267 | Valencia CF               | 2014/2015 |           14 |               69 |      20.3
     33030 | Fernando Llorente          |    9885 | Juventus                  | 2013/2014 |           16 |               79 |      20.3
     19243 | Diego Costa                |    8455 | Chelsea                   | 2015/2016 |           12 |               59 |      20.3
     49677 | Edinson Cavani             |    9847 | Paris Saint-Germain       | 2013/2014 |           17 |               84 |      20.2
     38762 | Cristiano Doni             |    8524 | Atalanta                  | 2008/2009 |            9 |               45 |      20.0
     47357 | Didier Konan Ya            |    9904 | Hannover 96               | 2009/2010 |            9 |               45 |      20.0
     40659 | Anthony Mounier            |   10249 | Montpellier Hérault SC    | 2014/2015 |           10 |               50 |      20.0
     33028 | Aritz Aduriz               |    8661 | RCD Mallorca              | 2008/2009 |           11 |               55 |      20.0
     30829 | Wayne Rooney               |   10260 | Manchester United         | 2014/2015 |           13 |               65 |      20.0
    193530 | Pierre-Michel Lasogga      |    9790 | Hamburger SV              | 2015/2016 |            8 |               40 |      20.0
     24157 | Fraizer Campbell           |    8344 | Cardiff City              | 2013/2014 |            6 |               30 |      20.0
     94010 | Henri Saivet               |    9827 | Girondins de Bordeaux     | 2012/2013 |            8 |               40 |      20.0
     58346 | Max Kruse                  |    9788 | Borussia Mönchengladbach  | 2013/2014 |           12 |               60 |      20.0
     31292 | Yoan Gouffran              |    9827 | Girondins de Bordeaux     | 2012/2013 |            8 |               40 |      20.0
     40707 | Cheick Diabate             |    9827 | Girondins de Bordeaux     | 2012/2013 |            8 |               40 |      20.0
    192625 | Patrick Herrmann           |    9788 | Borussia Mönchengladbach  | 2014/2015 |           11 |               55 |      20.0
     58346 | Max Kruse                  |    9788 | Borussia Mönchengladbach  | 2014/2015 |           11 |               55 |      20.0
    212819 | Mark Uth                   |   10228 | SC Heerenveen             | 2014/2015 |            7 |               35 |      20.0
     31907 | Andrew Johnson             |    9879 | Fulham                    | 2008/2009 |            8 |               40 |      20.0
    242709 | Roberto Firmino            |    8226 | TSG 1899 Hoffenheim       | 2011/2012 |            8 |               40 |      20.0
    107417 | Eden Hazard                |    8455 | Chelsea                   | 2014/2015 |           15 |               75 |      20.0
     24101 | Heidar Helguson            |   10172 | Queens Park Rangers       | 2011/2012 |            9 |               45 |      20.0
     31199 | Stefan Kiessling           |    8178 | Bayer 04 Leverkusen       | 2008/2009 |           12 |               60 |      20.0
    363340 | Dwight Gayle               |    9826 | Crystal Palace            | 2013/2014 |            7 |               35 |      20.0
    177688 | Innocent Emeghara          |    8551 | Siena                     | 2012/2013 |            7 |               35 |      20.0
    318809 | Sam Larsson                |   10228 | SC Heerenveen             | 2014/2015 |            7 |               35 |      20.0
    144996 | Sung-Yueng Ki              |   10003 | Swansea City              | 2014/2015 |            9 |               45 |      20.0
    143365 | Wilfried Bony              |   10003 | Swansea City              | 2014/2015 |            9 |               45 |      20.0
     95082 | Eric Maxim Choupo-Moting   |    9905 | 1. FSV Mainz 05           | 2013/2014 |           10 |               50 |      20.0
     41294 | David Barral               |    9869 | Real Sporting de Gijón    | 2011/2012 |            9 |               45 |      20.0
    102719 | Stefan Nijland             |    6413 | PEC Zwolle                | 2014/2015 |            8 |               40 |      20.0
     31013 | Theo Walcott               |    9825 | Arsenal                   | 2012/2013 |           14 |               70 |      20.0
     30714 | Francesco Totti            |    8686 | Roma                      | 2008/2009 |           13 |               65 |      20.0
     30827 | Markus Rosenberg           |    8697 | SV Werder Bremen          | 2011/2012 |           10 |               50 |      20.0
     26982 | Tobias Werner              |    8406 | FC Augsburg               | 2014/2015 |            9 |               45 |      20.0
    303339 | Sadio Mane                 |    8466 | Southampton               | 2014/2015 |           10 |               50 |      20.0
    303339 | Sadio Mane                 |    8466 | Southampton               | 2015/2016 |           12 |               60 |      20.0
     30714 | Francesco Totti            |    8686 | Roma                      | 2009/2010 |           14 |               70 |      20.0
     41475 | Alessandro Diamanti        |    9858 | Brescia                   | 2010/2011 |            6 |               30 |      20.0
     26437 | Jefferson Farfan           |   10189 | FC Schalke 04             | 2008/2009 |           10 |               50 |      20.0
    134232 | Nolan Roux                 |    8639 | LOSC Lille                | 2013/2014 |            9 |               45 |      20.0
     96534 | Jorge Martinez             |    8530 | Catania                   | 2009/2010 |            9 |               45 |      20.0
     39122 | Jonas                      |   10267 | Valencia CF               | 2012/2013 |           13 |               65 |      20.0
     42524 | Federico Piovaccari        |    8372 | SD Eibar                  | 2014/2015 |            7 |               35 |      20.0
     27663 | Franco Brienza             |    8690 | Reggio Calabria           | 2008/2009 |            6 |               30 |      20.0
     39706 | Giuseppe Mascara           |    8530 | Catania                   | 2009/2010 |            9 |               45 |      20.0
    426612 | Cheikh Ndoye               |    8121 | Angers SCO                | 2015/2016 |            9 |               45 |      20.0
     30618 | Steven Gerrard             |    8650 | Liverpool                 | 2008/2009 |           16 |               80 |      20.0
     36615 | Yaya Toure                 |    8456 | Manchester City           | 2013/2014 |           20 |              101 |      19.8
     19533 | Neymar                     |    8634 | FC Barcelona              | 2014/2015 |           23 |              116 |      19.8
    129944 | Marco Reus                 |    9789 | Borussia Dortmund         | 2013/2014 |           16 |               81 |      19.8
     30709 | Luca Toni                  |    9823 | FC Bayern Munich          | 2008/2009 |           15 |               76 |      19.7
     30843 | Robin van Persie           |   10260 | Manchester United         | 2013/2014 |           13 |               66 |      19.7
     40165 | Pablo Osvaldo              |    8686 | Roma                      | 2011/2012 |           12 |               61 |      19.7
     30655 | Raul                       |   10189 | FC Schalke 04             | 2011/2012 |           15 |               76 |      19.7
     72735 | Mame Biram Diouf           |    9904 | Hannover 96               | 2012/2013 |           12 |               61 |      19.7
     33989 | Frederic Kanoute           |    8302 | Sevilla FC                | 2010/2011 |           13 |               66 |      19.7
    166648 | Carlos Bacca               |    8302 | Sevilla FC                | 2013/2014 |           14 |               71 |      19.7
     38647 | Stefan Aigner              |    9810 | Eintracht Frankfurt       | 2012/2013 |            9 |               46 |      19.6
    212893 | Kevin Volland              |    8226 | TSG 1899 Hoffenheim       | 2015/2016 |            9 |               46 |      19.6
    209786 | Steven Berghuis            |   10229 | AZ                        | 2014/2015 |            9 |               46 |      19.6
    351860 | Aleksandar Mitrovic        |   10261 | Newcastle United          | 2015/2016 |            9 |               46 |      19.6
     26374 | Mevlut Erdinc              |    9853 | AS Saint-Étienne          | 2013/2014 |           11 |               56 |      19.6
     39618 | Marouane Fellaini          |    8668 | Everton                   | 2012/2013 |           11 |               56 |      19.6
    210398 | Romain Alessandrini        |    9851 | Stade Rennais FC          | 2012/2013 |           10 |               51 |      19.6
     37474 | Manu del Moral             |    8302 | Sevilla FC                | 2011/2012 |           10 |               51 |      19.6
    169200 | Kevin de Bruyne            |    8697 | SV Werder Bremen          | 2012/2013 |           10 |               51 |      19.6
     27665 | David Di Michele           |    9888 | Lecce                     | 2010/2011 |            9 |               46 |      19.6
     30619 | Michael Owen               |   10261 | Newcastle United          | 2008/2009 |            9 |               46 |      19.6
     21446 | Hernanes                   |    8543 | Lazio                     | 2010/2011 |           11 |               56 |      19.6
     23991 | Scott Sinclair             |   10003 | Swansea City              | 2011/2012 |            9 |               46 |      19.6
    270774 | Franco Vazquez             |    8540 | Palermo                   | 2014/2015 |           11 |               56 |      19.6
     30991 | Rodrigo Palacio            |   10233 | Genoa                     | 2010/2011 |            9 |               46 |      19.6
     37799 | Obafemi Martins            |   10261 | Newcastle United          | 2008/2009 |            9 |               46 |      19.6
    172388 | Aron Johannsson            |   10229 | AZ                        | 2014/2015 |            9 |               46 |      19.6
     95082 | Eric Maxim Choupo-Moting   |    9905 | 1. FSV Mainz 05           | 2011/2012 |           10 |               51 |      19.6
     45204 | Tommer Hemed               |    8661 | RCD Mallorca              | 2011/2012 |            8 |               41 |      19.5
